motrpac_comp_id	motrpac_comp_name	super_class	main_class	sub_class	multicomp_flag	formula	monoisotopic_mass	hmdb_id	refmet_id	cas_id	kegg_id	chebi_id	pubchem_id	lipidmaps_id	inchi_key	notes_comments
M15150002.000	dehydroascorbate	Organoheterocyclic compounds	Lactones	Gamma butyrolactones	FALSE	C6H6O6	174.0164	HMDB0001264	37692	490-83-5	C00425	17242	210328	NA	SBJKKFFYIZUCET-DUZGATOHSA-N	NA
M15160001.000	repaglinide	Organoheterocyclic compounds	Piperidines and derivatives	Phenylpiperidines	FALSE	C27H36N2O4	452.2675	HMDB0015048	NA	135062-02-1	C07670	348669	65981	NA	FAEKWTJYAYMJKF-QHCPKHFHSA-N	medicine/pesticide
M15160002.000	psi-pelletierine	Organoheterocyclic compounds	Piperidines and derivatives	Piperidinones	FALSE	C9H15NO	153.1154	HMDB0034580	46612	552-70-5	C10865	8607	11096	NA	RHWSKVCZXBAWLZ-UHFFFAOYSA-N	NA
M15160003.000	2-piperidinone	Organoheterocyclic compounds	Piperidines and derivatives	Piperidinones	FALSE	C5H9NO	99.0684	HMDB0011749	41518	675-20-7	NA	110273	12665	NA	XUWHAWMETYGRKB-UHFFFAOYSA-N	NA
M15170001.000	"7,8-dihydroneopterin"	Organoheterocyclic compounds	Pteridines and derivatives	Pterins and derivatives	FALSE	C9H13N5O4	255.0968	HMDB0002275	50734	1218-98-0	C04874	17001	659	NA	YQIFAMYNGGOTFB-UHFFFAOYSA-N	NA
M15170002.000	folinate	Organoheterocyclic compounds	Pteridines and derivatives	Pterins and derivatives	FALSE	C20H23N7O7	473.1659	HMDB0001562	NA	58-05-9	C03479	209153	143	NA	VVIAGPKUTFNRDU-UHFFFAOYSA-N	NA
M15170003.000	isoxanthopterin	Organoheterocyclic compounds	Pteridines and derivatives	Pterins and derivatives	FALSE	C6H5N5O2	179.0443	HMDB0000704	37376	529-69-1	C03975	16713	10729	NA	GLKCOBIIZKYKFN-UHFFFAOYSA-N	NA
M15170004.000	neopterin	Organoheterocyclic compounds	Pteridines and derivatives	Pterins and derivatives	FALSE	C9H11N5O4	253.0811	HMDB0000845	37460	2009-64-5	C05926	NA	4455	NA	BMQYVXCPAOLZOK-UHFFFAOYSA-N	NA
M15170005.000	pterin	Organoheterocyclic compounds	Pteridines and derivatives	Pterins and derivatives	FALSE	C6H5N5O	163.0494	HMDB0000802	37435	2236-60-4	C00715	18265	73000	NA	HNXQXTQTPAJEJL-UHFFFAOYSA-N	NA
M15170006.000	xanthopterin	Organoheterocyclic compounds	Pteridines and derivatives	Pterins and derivatives	FALSE	C6H5N5O2	179.0447	NA	NA	NA	NA	NA	NA	NA	NA	NA
M15170007.000	biopterin	Organoheterocyclic compounds	Pteridines and derivatives	Biopterins	FALSE	C9H11N5O3	237.0862	HMDB0000468	37264	22150-76-1	C06313	63931	445040	NA	LHQIJBMDNUYRAM-DZSWIPIPSA-N	NA
M15180001.000	allopurinol	Organoheterocyclic compounds	Pyrazolopyrimidines	"Pyrazolo[3,4-d]pyrimidines"	FALSE	C5H4N4O	136.0385	HMDB0014581	42793	315-30-0	NA	40279	2094	NA	OFCNXPDARWKPPY-UHFFFAOYSA-N	medicine/pesticide
M15190001.000	pyridoxal	Organoheterocyclic compounds	Pyridines and derivatives	Pyridoxals	FALSE	C8H9NO3	167.0582	HMDB0001545	37862	66-72-8	C00250	17310	1050	NA	RADKZDMFGJYCBB-UHFFFAOYSA-N	NA
M15190002.000	1-methyl nicotinamide	Organoheterocyclic compounds	Pyridines and derivatives	Nicotinamides	FALSE	C7H9N2O	137.0715	HMDB0000699	67157	3106-60-3	C02918	16797	457	NA	LDHMAVIPBRSVRG-UHFFFAOYSA-O	NA
M15190003.000	niacinamide	Organoheterocyclic compounds	Pyridines and derivatives	Nicotinamides	FALSE	C6H6N2O	122.048	HMDB0001406	37778	98-92-0	C00153	17154	936	NA	DFPAKSUCGFBDDF-UHFFFAOYSA-N	NA
M15190004.000	4-pyridoxate	Organoheterocyclic compounds	Pyridines and derivatives	Pyridinecarboxylic acids	FALSE	C8H9NO4	183.0532	HMDB0000017	37027	82-82-6	C00847	17405	6723	NA	HXACOUQIXZGNBF-UHFFFAOYSA-N	NA
M15190005.000	nicotinate	Organoheterocyclic compounds	Pyridines and derivatives	Pyridinecarboxylic acids	FALSE	C6H5NO2	123.032	HMDB0001488	37821	59-67-6	C00253	15940	938	NA	PVNIIMVLHYAWGP-UHFFFAOYSA-N	NA
M15190006.000	picolinate	Organoheterocyclic compounds	Pyridines and derivatives	Pyridinecarboxylic acids	FALSE	C6H5NO2	123.032	HMDB0002243	38092	98-98-6	C10164	28747	1018	NA	SIOXPEMLGUPBBT-UHFFFAOYSA-N	NA
M15190007.000	quinolinate	Organoheterocyclic compounds	Pyridines and derivatives	Pyridinecarboxylic acids	FALSE	C7H5NO4	167.0219	HMDB0000232	37151	89-00-9	C03722	16675	1066	NA	GJAWHXHKYYXBSV-UHFFFAOYSA-N	NA
M15190008.000	N1-methyl-2-pyridone-5-carboxamide	Organoheterocyclic compounds	Pyridines and derivatives	Pyridinecarboxylic acids and derivatives	FALSE	C7H8N2O2	152.0586	HMDB0004193	38489	701-44-0	C05842	27410	69698	NA	JLQSXXWTCJPCBC-UHFFFAOYSA-N	NA
M15190009.000	homoarecoline	Organoheterocyclic compounds	Pyridines and derivatives	NA	FALSE	C9H15NO2	169.1103	HMDB0038321	NA	28125-84-0	NA	NA	34167	NA	UNARQANIGOBIHM-UHFFFAOYSA-N	NA
M15190010.000	cotinine	Organoheterocyclic compounds	Pyridines and derivatives	Pyrrolidinylpyridines	FALSE	C10H12N2O	176.095	HMDB0001046	65144	486-56-6	NA	127762	408	NA	UIKROCXWUNQSPJ-UHFFFAOYSA-N	medicine/pesticide
M15190011.000	cotinine N-oxide	Organoheterocyclic compounds	Pyridines and derivatives	Pyrrolidinylpyridines	FALSE	C10H12N2O2	192.0899	HMDB0001411	37781	36508-80-2	NA	89087	9815514	NA	CIPULDKLIIVIER-VIFPVBQESA-N	medicine/pesticide
M15190012.000	hydroxycotinine	Organoheterocyclic compounds	Pyridines and derivatives	Pyrrolidinylpyridines	FALSE	C10H12N2O2	192.0899	HMDB0001390	65498	34834-67-8	NA	71182	10219774	NA	XOKCJXZZNAUIQN-IENPIDJESA-N	medicine/pesticide
M15190013.000	NMN	Organoheterocyclic compounds	Pyridines and derivatives	Nicotinamide nucleotide	FALSE	C11H15N2O8P	334.0566	HMDB0000229	37149	1094-61-7	C00455	16171	14180	NA	DAYLJWODMCOQEW-TURQNECASA-N	NA
M15200001.000	pyridoxamine	Organoheterocyclic compounds	Pyridoxamines	Pyridoxamines	FALSE	C8H12N2O2	168.0899	HMDB0001431	37796	85-87-0	C00534	16410	1052	NA	NHZMQXZHNVQTQA-UHFFFAOYSA-N	NA
M15210001.000	pyridoxine	Organoheterocyclic compounds	Pyridoxines	Pyridoxines	FALSE	C8H11NO3	169.0739	HMDB0000239	37154	65-23-6	C00314	16709	1054	NA	LXNHXLLTXMVWPM-UHFFFAOYSA-N	NA
M15220001.000	ethyl-2-pyrrolecarboxylate	Organoheterocyclic compounds	Pyrroles and derivatives	Pyrrole carboxylic acids and derivatives	FALSE	C7H9NO2	139.0633	HMDB0059856	NA	NA	NA	NA	255670	NA	PAEYAKGINDQUCT-UHFFFAOYSA-N	NA
M15220002.000	atorvastatin	Organoheterocyclic compounds	Pyrroles and derivatives	Substituted pyrroles	FALSE	C33H35FN2O5	558.253	HMDB0005006	38695	134523-00-5	C06834	2910	60823	NA	XUKUURHRXDUEBC-KAYWLYCHSA-N	medicine/pesticide
M15220003.000	2-acetylpyrrolidine	Organoheterocyclic compounds	Pyrroles and derivatives	Pyrrolidines	FALSE	C6H11NO	113.0841	HMDB0037293	NA	60026-20-2	NA	NA	550747	NA	FYCFJMPASVKULQ-UHFFFAOYSA-N	NA
M15220004.000	N-nitroso-pyrrolidine	Organoheterocyclic compounds	Pyrroles and derivatives	Pyrrolidines	FALSE	C4H8N2O	100.0637	HMDB0031642	NA	930-55-2	C19285	82362	13591	NA	WNYADZVDBIBLJJ-UHFFFAOYSA-N	NA
M15220005.000	pyroglutamate	Organoheterocyclic compounds	Pyrroles and derivatives	Pyrroline carboxylic acids	FALSE	C5H7NO3	129.0426	HMDB0000267	37171	98-79-3	C01879	18183	7405	NA	ODHCTXKNWHHXJC-VKHMYHEASA-N	NA
M15220006.000	7-aminomethy-7-carbaguanine	Organoheterocyclic compounds	Pyrroles and derivatives	"Pyrrolo[2,3-d]pyrimidines"	FALSE	C7H9N5O	179.0807	HMDB0011690	NA	NA	C16675	45126	171	NA	MEYMBLGOKYDGLZ-UHFFFAOYSA-N	NA
M15220007.000	acisoga	Organoheterocyclic compounds	Pyrroles and derivatives	N-alkylpyrrolidines	FALSE	C9H16N2O2	184.1212	HMDB0061384	NA	106692-36-8	NA	133185	129397	NA	OAUYENAPBFTAQT-UHFFFAOYSA-N	NA
M15230001.000	4-quinolinecarboxylate	Organoheterocyclic compounds	Quinolines and derivatives	Quinoline carboxylic acids	FALSE	C10H7NO2	173.0477	NA	49845	NA	NA	18311	10243	NA	VQMSRUREDGBWKT-UHFFFAOYSA-N	NA
M15230002.000	kynurenate	Organoheterocyclic compounds	Quinolines and derivatives	Quinoline carboxylic acids	FALSE	C10H7NO3	189.0426	HMDB0000715	37383	492-27-3	C01717	18344	3845	NA	HCZHHEIFKROPDY-UHFFFAOYSA-N	NA
M15230003.000	quinaldate	Organoheterocyclic compounds	Quinolines and derivatives	Quinoline carboxylic acids	FALSE	C10H7NO2	173.0477	HMDB0000842	37458	93-10-7	C06325	18386	7124	NA	LOAUVZALPPNFOQ-UHFFFAOYSA-N	NA
M15230004.000	quinmerac	Organoheterocyclic compounds	Quinolines and derivatives	NA	FALSE	C11H8ClNO2	221.0243	NA	NA	NA	NA	NA	91749	NA	ALZOLUNSQWINIR-UHFFFAOYSA-N	medicine/pesticide
M15230005.000	amsacrine	Organoheterocyclic compounds	Quinolines and derivatives	Benzoquinolines	FALSE	C21H19N3O3S	393.1147	HMDB0014421	NA	51264-14-3	C01553	2687	2179	NA	XCPGHVQEEXUHNC-UHFFFAOYSA-N	medicine/pesticide
M15230006.000	carteolol	Organoheterocyclic compounds	Quinolines and derivatives	Hydroquinolines	FALSE	C16H24N2O3	292.1787	HMDB0014662	42862	51781-06-07	C06874	3437	2583	NA	LWAFSWPYPHEXKX-UHFFFAOYSA-N	medicine/pesticide
M15230007.000	oxamniquine	Organoheterocyclic compounds	Quinolines and derivatives	Nitroquinolines and derivatives	FALSE	C14H21N3O3	279.1583	HMDB0015228	43326	21738-42-1	C07341	163445	4612	NA	XCGYUJZMCCFSRP-UHFFFAOYSA-N	medicine/pesticide
M15230008.000	quinaldine	Organoheterocyclic compounds	Quinolines and derivatives	NA	FALSE	C10H9N	143.0735	HMDB0042004	NA	91-63-4	NA	132813	7060	NA	SMUQFGGVLNAIOZ-UHFFFAOYSA-N	NA
M15230009.000	(R)-salsolinol	Organoheterocyclic compounds	Quinolines and derivatives	Tetrahydroisoquinolines	FALSE	C10H13NO2	179.0946	HMDB0005199	38737	525-72-4	C09642	123715	7157331	NA	IBRKLUSXDYATLG-ZCFIWIBFSA-N	NA
M15240001.000	bilirubin	Organoheterocyclic compounds	Tetrapyrroles and derivatives	Tetrapyrroles	FALSE	C33H36N4O6	584.2635	HMDB0000054	37047	635-65-4	C00486	16990	5280352	NA	BPYKTIZUTYGOLE-IFADSCNNSA-N	NA
M15240002.000	urobilin	Organoheterocyclic compounds	Tetrapyrroles and derivatives	Bilirubins	FALSE	C33H46N4O6	594.3417	HMDB0004159	38482	34217-90-8	C05793	29023	5280818	NA	TYOWQSLRVAUSMI-WKULSOCRSA-N	NA
M15240003.000	urobilinogen	Organoheterocyclic compounds	Tetrapyrroles and derivatives	Bilirubins	FALSE	C33H42N4O6	590.3104	HMDB0004158	NA	17208-65-0	C05791	4260	440784	NA	KSQFFJKKJAEKTB-UHFFFAOYSA-N	NA
M15240004.000	mesobilirubinogen	Organoheterocyclic compounds	Tetrapyrroles and derivatives	Bilirubins	FALSE	C33H44N4O6	592.3261	HMDB0001898	NA	14684-37-8	C05790	29026	8085	NA	OBHRVMZSZIDDEK-UHFFFAOYSA-N	NA
M15250001.000	tazarotenate	Organoheterocyclic compounds	Thiochromanes	NA	FALSE	C19H17NO2S	323.098	HMDB0060619	NA	NA	NA	73129	147525	NA	IQIBKLWBVJPOQO-UHFFFAOYSA-N	medicine/pesticide
M15260001.000	N-acetylserotonin	Organoheterocyclic compounds	Tryptamines	Serotonins	FALSE	C12H14N2O2	218.1055	HMDB0001238	37676	1210-83-9	C00978	17697	903	NA	MVAWJSIDNICKHF-UHFFFAOYSA-N	NA
M15260002.000	serotonin	Organoheterocyclic compounds	Tryptamines	Serotonins	FALSE	C10H12N2O	176.095	HMDB0000259	37167	50-67-9	C00780	28790	5202	NA	QZAYGJVTTNCVMB-UHFFFAOYSA-N	NA
M15270001.000	allantoin	Organoheterocyclic compounds	Ureas	Ureides	FALSE	C4H6N4O3	158.044	HMDB0000462	50218	97-59-6	C01551	15676	439714	NA	POJWUDADGALRAB-SFOWXEAESA-N	NA
M15280001.000	arecaidine	Organoheterocyclic compounds	Other	NA	FALSE	C7H11NO2	141.079	HMDB0030352	NA	0499-04-07	C10128	226311	10355	NA	DNJFTXKSFAMXQF-UHFFFAOYSA-N	NA
M15280002.000	isocarbamid	Organoheterocyclic compounds	Other	NA	FALSE	C8H15N3O2	185.1164	NA	NA	NA	NA	NA	35699	NA	SBYAVOHNDJTVPA-UHFFFAOYSA-N	medicine/pesticide
M18010001.000	cysteamine	Organosulfur compounds	Thiols	Alkylthiols	FALSE	C2H7NS	77.0299	HMDB0002991	38231	60-23-1	C01678	17141	6058	NA	UFULAYFCSOUIOV-UHFFFAOYSA-N	NA
M19120001.000	quercetin	Polyketides	Flavonoids	Flavones	FALSE	C15H10O7	302.0427	HMDB0005794	23089	117-39-5	C00389	16243	5280343	NA	REFJWTPEDVJJIY-UHFFFAOYSA-N	NA
M20010001.000	gibberellin A3	Prenol Lipids	Isoprenoids	C20 isoprenoids	FALSE	C19H22O6	346.1416	HMDB0003559	28561	77-06-5	C01699	682248	439551	NA	IXORZMNAPKEEDV-OBDJNFEBSA-N	NA
M20010002.000	isopimarate	Prenol Lipids	Isoprenoids	C20 isoprenoids	FALSE	C20H30O2	302.2246	HMDB0036811	28532	5835-26-7	C09118	6039	442048	NA	MXYATHGRPJZBNA-KRFUXDQASA-N	NA
M20010003.000	phytanate	Prenol Lipids	Isoprenoids	C20 isoprenoids	FALSE	C20H40O2	312.3028	HMDB0000801	37241	14721-66-5	C01607	16285	10380830	NA	RLCKHJSFHOZMDR-GUDVDZBRSA-N	NA
M20010004.000	squalene	Prenol Lipids	Isoprenoids	C30 isoprenoids	FALSE	C30H50	410.3913	HMDB0000256	28710	0111-02-04	C00751	15440	5280370	NA	YYGNTYWPHWGJRM-AAJYLUCBSA-N	NA
M20010005.000	retinoate	Prenol Lipids	Isoprenoids	Retinoids	TRUE	C20H28O2	300.2089	NA	NA	NA	NA	NA	NA	NA	NA	NA
M20010005.001	9-cis-retinoate	Prenol Lipids	Isoprenoids	Retinoids	FALSE	C20H28O2	300.2089	HMDB0002369	NA	1241893	C15493	50648	449171	NA	SHGAZHPCJJPHSC-ZVCIMWCZSA-N	NA
M20010005.002	retinoate (all trans)	Prenol Lipids	Isoprenoids	Retinoids	FALSE	C20H28O2	300.2089	HMDB0001852	29042	302-79-4	C00777	15367	444795	NA	SHGAZHPCJJPHSC-YCNIQYBTSA-N	NA
M20010005.003	vitamin A	Prenol lipids	Isoprenoids	Retinoids	FALSE	C20H30O	286.2297	HMDB0000305	29025	68-26-8	C00473	17336	445354	NA	FPIPGXGPPPQFEQ-OVSJKPMPSA-N	NA
M20010006.000	carnosol	Prenol Lipids	Isoprenoids	Terpene lactones	FALSE	C20H26O4	330.1831	HMDB0002121	38030	5957-80-2	C09069	468005	442009	NA	XUSYGBPHQBWGAD-PJSUUKDQSA-N	NA
M20020001.000	alpha-tocopherol	Prenol Lipids	Quinones and hydroquinones	Tocopherols	FALSE	C29H50O2	430.381	HMDB0001893	71847	59-02-9	C02477	18145	14985	NA	GVJHHUAWPYXKBD-IEOSBIPESA-N	NA
M20050001.000	retapamulin	Prenol lipids	Other prenol lipids	Diterpenoids	FALSE	C30H47NO4S	517.3226	HMDB0015386	NA	224452-66-8	NA	NA	6918462	NA	STZYTFJPGGDRJD-FJJJPKKESA-N	medicine/pesticide
M22010001.000	3-keto-sphinganine (C16)	Sphingolipids	Sphingoid bases	NA	FALSE	C16H33NO2	271.2511	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22010002.000	3-keto-sphinganine (C18)	Sphingolipids	Sphingoid bases	NA	FALSE	C18H37NO2	299.2824	HMDB0001480	NA	NA	NA	NA	439853	NA	KBUNOSOGGAARKZ-KRWDZBQOSA-N	NA
M22010003.000	3-keto-sphinganine (C20)	Sphingolipids	Sphingoid bases	NA	FALSE	C20H41NO2	327.3137	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22010004.000	sphinganine (C16)	Sphingolipids	Sphingoid bases	NA	FALSE	C16H35NO2	273.2668	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22010005.000	sphinganine (C18)	Sphingolipids	Sphingoid bases	NA	FALSE	C18H39NO2	301.2981	HMDB0000269	NA	764-22-7	C00836	16566	91486	LMSP01020001	OTKJDMGTUTTYMP-ZWKOTPCHSA-N	NA
M22010006.000	sphinganine (C20)	Sphingolipids	Sphingoid bases	NA	FALSE	C20H43NO2	329.3294	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22010007.000	sphingosine (C16)	Sphingolipids	Sphingoid bases	NA	FALSE	C16H33NO2	271.2511	NA	NA	NA	NA	NA	NA	LMSP01040008	NA	NA
M22010008.000	sphingosine (C18)	Sphingolipids	Sphingoid bases	NA	FALSE	C18H37NO2	299.2824	HMDB0000252	NA	123-78-4	C00319	16393	5353955	LMSP01010001	WWUZIQQURGPMPG-KRWOKUGFSA-N	NA
M22010008.001	L-threo-spingosine (C18)	Sphingolipids	Sphingoid bases	NA	FALSE	C18H37NO2	299.2824	NA	NA	NA	NA	NA	NA	NA	WWUZIQQURGPMPG-DNWQSSKHSA-N	NA
M22010009.000	sphingosine (C20)	Sphingolipids	Sphingoid bases	NA	FALSE	C20H41NO2	327.3137	NA	NA	NA	NA	NA	NA	NA	HTJSZHKGNMXZJN-YIVRLKKSSA-N	NA
M22010010.000	sphingosine-1P (C16)	Sphingolipids	Sphingoid bases	NA	FALSE	C16H34NO5P	351.2175	NA	NA	NA	NA	NA	NA	NA	IQHNJQKWEMCXAD-YYZTVXDQSA-N	NA
M22010011.000	sphingosine-1P (C18)	Sphingolipids	Sphingoid bases	NA	FALSE	C18H38NO5P	379.2488	HMDB0000277	NA	26993-30-6	C06124	37550	NA	NA	DUYSYHSSBDVJSM-KRWOKUGFSA-N	NA
M22010012.000	sphingosine-1P (C20)	Sphingolipids	Sphingoid bases	NA	FALSE	C20H42NO5P	407.2801	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020001.000	Cer(d32:0)	Sphingolipids	Ceramides	NA	TRUE	C32H65NO3	511.4964	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020001.001	Cer(d32:0)>Cer(d16:0/16:0)	Sphingolipids	Ceramides	NA	FALSE	C32H65NO4	512.4964	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020001.002	Cer(d32:0)>Cer(d18:0/14:0)	Sphingolipids	Ceramides	NA	FALSE	C32H65NO5	513.4964	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020002.000	Cer(d32:1)	Sphingolipids	Ceramides	NA	TRUE	C32H63NO3	509.4808	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020002.001	Cer(d32:1)>Cer(d18:1/14:0)	Sphingolipids	Ceramides	NA	FALSE	C32H63NO3	509.4808	HMDB0011760	NA	NA	NA	NA	NA	LMSP02010001*	ZKRPGPZHULJLKJ-JHRQRACZSA-N*	NA
M22020003.000	Cer(d33:1)	Sphingolipids	Ceramides	NA	TRUE	C33H65NO3	523.4964	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020003.001	Cer(d33:1)>Cer(d17:1/16:0)	Sphingolipids	Ceramides	NA	FALSE	C33H65NO3	523.4964	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020004.000	Cer(d34:0)	Sphingolipids	Ceramides	NA	TRUE	C34H69NO3	539.5277	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020004.001	Cer(d34:0)>Cer(d18:0/16:0)	Sphingolipids	Ceramides	NA	FALSE	C34H69NO3	539.5277	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020005.000	Cer(d34:1)	Sphingolipids	Ceramides	NA	TRUE	C34H67NO3	537.5121	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020005.001	Cer(d34:1)>Cer(d18:1/16:0)	Sphingolipids	Ceramides	NA	FALSE	C34H67NO3	537.5117	HMDB0004949	NA	NA	C00195	72959	5283564	LMSP02010004*	YDNKGFDKKRUKPY-TURZORIXSA-N*	NA
M22020006.000	Cer(d34:2)	Sphingolipids	Ceramides	NA	TRUE	C34H65NO3	535.4964	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020006.001	Cer(d34:2)>Cer(d18:2/16:0)	Sphingolipids	Ceramides	NA	FALSE	C34H65NO3	535.4964	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020007.000	Cer(d35:0)	Sphingolipids	Ceramides	NA	TRUE	C35H71NO3	553.5434	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020007.001	Cer(d35:0)>Cer(d17:0/18:0)	Sphingolipids	Ceramides	NA	FALSE	C35H71NO3	553.5434	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020007.002	Cer(d35:0)>Cer(d18:0/17:0)	Sphingolipids	Ceramides	NA	FALSE	C35H71NO3	553.5434	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020008.000	Cer(d35:1)	Sphingolipids	Ceramides	NA	TRUE	C35H69NO3	551.5277	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020008.001	Cer(d35:1)>Cer(d18:1/17:0)	Sphingolipids	Ceramides	NA	FALSE	C35H69NO3	551.5277	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020009.000	Cer(d36:0)	Sphingolipids	Ceramides	NA	TRUE	C36H73NO3	567.559	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020009.001	Cer(d36:0)>Cer(d18:0/18:0)	Sphingolipids	Ceramides	NA	FALSE	C36H73NO3	567.559	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020010.000	Cer(d36:1)	Sphingolipids	Ceramides	NA	TRUE	C36H71NO3	565.5434	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020010.001	Cer(d36:1)>Cer(d18:1/18:0)	Sphingolipids	Ceramides	NA	FALSE	C36H71NO3	565.5434	HMDB0004950	NA	NA	NA	NA	NA	LMSP02010006*	VODZWWMEJITOND-NXCSZAMKSA-N*	NA
M22020011.000	Cer(d36:2)	Sphingolipids	Ceramides	NA	TRUE	C36H69NO3	563.5277	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020011.001	Cer(d36:2)>Cer(d18:1/18:1)	Sphingolipids	Ceramides	NA	TRUE	C36H69NO3	563.5277	HMDB0004948	NA	NA	C00195	NA	NA	LMSP02010003*	OBFSLMQLPNKVRW-RHPAUOISSA-N*	NA
M22020011.002	Cer(d36:2)>Cer(d18:2/18:0)	Sphingolipids	Ceramides	NA	TRUE	C36H69NO3	563.5277	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020012.000	Cer(d38:0)	Sphingolipids	Ceramides	NA	TRUE	C38H77NO3	595.5903	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020012.001	Cer(d38:0)>Cer(18:0/20:0)	Sphingolipids	Ceramides	NA	FALSE	C38H77NO3	595.5903	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020012.002	Cer(d38:0)>Cer(20:0/18:0)	Sphingolipids	Ceramides	NA	FALSE	C38H77NO3	595.5903	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020013.000	Cer(d38:1)	Sphingolipids	Ceramides	NA	TRUE	C38H75NO3	593.5747	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020013.001	Cer(d38:1)>Cer(d18:1/20:0)	Sphingolipids	Ceramides	NA	FALSE	C38H75NO3	593.5747	HMDB0004951	NA	NA	NA	NA	NA	LMSP02010007*	XWBWIAOWSABHFI-NUKVNZTCSA-N*	NA
M22020014.000	Cer(d38:2)	Sphingolipids	Ceramides	NA	TRUE	C38H73NO3	591.559	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020014.001	Cer(d38:2)>Cer(d18:1/20:1)	Sphingolipids	Ceramides	NA	TRUE	C38H73NO3	591.559	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020015.000	Cer(d39:1)	Sphingolipids	Ceramides	NA	TRUE	C39H77NO3	607.5903	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020015.001	Cer(d39:1)>Cer(d16:1/23:0)	Sphingolipids	Ceramides	NA	FALSE	C39H77NO3	607.5903	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020015.002	Cer(d39:1)>Cer(d17:1/22:0)	Sphingolipids	Ceramides	NA	FALSE	C39H77NO3	607.5903	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020015.003	Cer(d39:1)>Cer(d18:1/21:0)	Sphingolipids	Ceramides	NA	TRUE	C39H77NO3	607.5903	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020016.000	Cer(d40:0)	Sphingolipids	Ceramides	NA	TRUE	C40H81NO3	623.6216	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020016.001	Cer(d40:0)>Cer(d18:0/22:0)	Sphingolipids	Ceramides	NA	FALSE	C40H81NO3	623.6216	HMDB0011765	NA	NA	NA	67021	NA	LMSP02020010	SXPRAKSDHOEHIG-ZESVVUHVSA-N	NA
M22020017.000	Cer(d40:1)	Sphingolipids	Ceramides	NA	TRUE	C40H79NO3	621.606	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020017.001	Cer(d40:1)>Cer(d18:0/22:1)	Sphingolipids	Ceramides	NA	FALSE	C40H79NO3	621.606	HMDB0004952	NA	NA	NA	NA	NA	LMSP02010008*	KEPQASGDXIEOIL-GLQCRSEXSA-N*	NA
M22020017.002	Cer(d40:1)>Cer(d18:1/22:0)	Sphingolipids	Ceramides	NA	FALSE	C40H79NO3	621.606	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020018.000	Cer(d40:2)	Sphingolipids	Ceramides	NA	TRUE	C40H77NO3	619.5903	HMDB0011775	NA	NA	NA	NA	NA	NA	NA	NA
M22020018.001	Cer(d40:2)>Cer(d18:1/22:1)	Sphingolipids	Ceramides	NA	TRUE	C40H77NO3	619.5903	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020018.002	Cer(d40:2)>Cer(d18:2/22:0)	Sphingolipids	Ceramides	NA	TRUE	C40H77NO3	619.5903	HMDB0011775	NA	NA	NA	NA	NA	NA	NA	NA
M22020019.000	Cer(d41:0)	Sphingolipids	Ceramides	NA	TRUE	C41H83NO3	637.6373	NA	NA	NA	NA	NA	NA	NA	NA	NA
M22020019.001	Cer(d41:0)>Cer(d18:0/23:0)	Sphingolipids	Ceramides	NA	FALSE	C41H83NO3	637.6373	HMDB0011767	NA	NA	NA	NA	NA	NA	FTSDYFFYZJTACJ-IOLBBIBUSA-N	NA
